domain_id	length	sccs	superfamily	species_id
d1zmaa1	115	c.47.1.1	c.47.1	1zma
d1nm3a1	74	c.47.1.1	c.47.1	1nm3
d1abaa_	87	c.47.1.1	c.47.1	1aba
d1egra_	85	c.47.1.1	c.47.1	1egr
d1h75a_	76	c.47.1.1	c.47.1	1h75
d1z6na1	166	c.47.1.1	c.47.1	1z6n
d1fo5a_	85	c.47.1.1	c.47.1	1fo5
d1iloa_	77	c.47.1.1	c.47.1	1ilo
d2fwha_	117	c.47.1.1	c.47.1	2fwh
d3m9ja_	105	c.47.1.1	c.47.1	3m9j
d1syra_	103	c.47.1.1	c.47.1	1syr
d1thxa_	108	c.47.1.1	c.47.1	1thx
d1f9ma_	112	c.47.1.1	c.47.1	1f9m
d2f51a1	110	c.47.1.1	c.47.1	2f51
d1sena_	134	c.47.1.1	c.47.1	1sen
d1gh2a_	107	c.47.1.1	c.47.1	1gh2
d2i4aa_	107	c.47.1.1	c.47.1	2i4a
d2vm1a_	110	c.47.1.1	c.47.1	2vm1
d2pu9c_	111	c.47.1.1	c.47.1	2pu9
d1hyua3	102	c.47.1.2	c.47.1	1hyu
d1hyua4	96	c.47.1.2	c.47.1	1hyu
d2b5ea1	140	c.47.1.2	c.47.1	2b5e
d2b5ea2	98	c.47.1.2	c.47.1	2b5e
d2b5ea3	125	c.47.1.2	c.47.1	2b5e
d2b5ea4	119	c.47.1.2	c.47.1	2b5e
d2djka1	133	c.47.1.2	c.47.1	2djk
d2bjxa_	213	c.47.1.2	c.47.1	2bjx
d1bjxa_	110	c.47.1.2	c.47.1	1bjx
d1meka_	120	c.47.1.2	c.47.1	1mek
d1a8la1	119	c.47.1.2	c.47.1	1a8l
d1a8la2	107	c.47.1.2	c.47.1	1a8l
d1a8ya1	124	c.47.1.3	c.47.1	1a8y
d1a8ya2	102	c.47.1.3	c.47.1	1a8y
d1a8ya3	112	c.47.1.3	c.47.1	1a8y
d1k0ma2	86	c.47.1.5	c.47.1	1k0m
d1oe8a2	81	c.47.1.5	c.47.1	1oe8
d1k3ya2	79	c.47.1.5	c.47.1	1k3y
d1n2aa2	80	c.47.1.5	c.47.1	1n2a
d1jlva2	84	c.47.1.5	c.47.1	1jlv
d1eema2	98	c.47.1.5	c.47.1	1eem
d1gnwa2	84	c.47.1.5	c.47.1	1gnw
d2a2ra2	77	c.47.1.5	c.47.1	2a2r
d1tu7a2	77	c.47.1.5	c.47.1	1tu7
d1m0ua2	76	c.47.1.5	c.47.1	1m0u
d2gsqa2	75	c.47.1.5	c.47.1	2gsq
d1gwca2	83	c.47.1.5	c.47.1	1gwc
d2ljra2	79	c.47.1.5	c.47.1	2ljr
d1e6ba2	80	c.47.1.5	c.47.1	1e6b
d1g7oa2	75	c.47.1.5	c.47.1	1g7o
d1nhya2	75	c.47.1.5	c.47.1	1nhy
d2fnoa2	87	c.47.1.5	c.47.1	2fno
d1z9ha2	113	c.47.1.5	c.47.1	1z9h
d1okta2	85	c.47.1.5	c.47.1	1okt
d1k0da2	92	c.47.1.5	c.47.1	1k0d
d2c4ja2	84	c.47.1.5	c.47.1	2c4j
d2trcp_	217	c.47.1.6	c.47.1	2trc
d1g7ea_	122	c.47.1.7	c.47.1	1g7e
d2c0ga2	122	c.47.1.7	c.47.1	2c0g
d1qgva_	130	c.47.1.8	c.47.1	1qgv
d1eeja1	156	c.47.1.9	c.47.1	1eej
d1v58a1	169	c.47.1.9	c.47.1	1v58
d1xiya1	171	c.47.1.10	c.47.1	1xiy
d2bmxa1	169	c.47.1.10	c.47.1	2bmx
d1n8ja_	186	c.47.1.10	c.47.1	1n8j
d2f8aa1	184	c.47.1.10	c.47.1	2f8a
d1jfua_	176	c.47.1.10	c.47.1	1jfu
d1nm3a2	163	c.47.1.10	c.47.1	1nm3
d2h30a_	151	c.47.1.10	c.47.1	2h30
d2a4va1	156	c.47.1.10	c.47.1	2a4v
d1pn0a2	201	c.47.1.10	c.47.1	1pn0
d2cvba1	187	c.47.1.10	c.47.1	2cvb
d1xvwa1	153	c.47.1.10	c.47.1	1xvw
d1lu4a_	134	c.47.1.10	c.47.1	1lu4
d3hvva_	167	c.47.1.10	c.47.1	3hvv
d1st9a_	137	c.47.1.10	c.47.1	1st9
d2b5xa1	143	c.47.1.10	c.47.1	2b5x
d1qmva_	197	c.47.1.10	c.47.1	1qmv
d1knga_	144	c.47.1.10	c.47.1	1kng
d1xzoa1	172	c.47.1.10	c.47.1	1xzo
d2b7ka_	155	c.47.1.10	c.47.1	2b7k
d1wp0a1	160	c.47.1.10	c.47.1	1wp0
d1o8xa_	143	c.47.1.10	c.47.1	1o8x
d2zcta_	236	c.47.1.10	c.47.1	2zct
d2v2ga_	220	c.47.1.10	c.47.1	2v2g
d2b1ka_	149	c.47.1.10	c.47.1	2b1k
d2b1la_	128	c.47.1.10	c.47.1	2b1l
d3mnga_	161	c.47.1.10	c.47.1	3mng
d1m2da_	101	c.47.1.11	c.47.1	1m2d
d1j9ba_	138	c.47.1.12	c.47.1	1j9b
d1rw1a_	114	c.47.1.12	c.47.1	1rw1
d1z3ea1	114	c.47.1.12	c.47.1	1z3e
d1fvka_	188	c.47.1.13	c.47.1	1fvk
d1beda_	181	c.47.1.13	c.47.1	1bed
d1z6ma1	172	c.47.1.13	c.47.1	1z6m
d1yzxa_	218	c.47.1.13	c.47.1	1yzx
d3l9sa_	185	c.47.1.13	c.47.1	3l9s
d4dvca1	182	c.47.1.13	c.47.1	4dvc
d1t1va_	93	c.47.1.14	c.47.1	1t1v
d1wwja_	99	c.47.1.15	c.47.1	1wwj
d1woua_	119	c.47.1.16	c.47.1	1wou
d1wpia1	133	c.47.1.18	c.47.1	1wpi
d2axoa1	218	c.47.1.19	c.47.1	2axo
d2qgva_	121	c.47.1.20	c.47.1	2qgv
d2fug21	178	c.47.1.21	c.47.1	2fug
d1s3aa1	85	c.47.1.22	c.47.1	1s3a
d2fa8a1	86	c.47.1.23	c.47.1	2fa8
d2a2pa1	120	c.47.1.23	c.47.1	2a2p
d2a4ha1	117	c.47.1.23	c.47.1	2a4h
d2dlxa1	147	c.47.1.24	c.47.1	2dlx
d4hdea1	161	c.47.1.0	c.47.1	4hde
d2ayta1	121	c.47.1.0	c.47.1	2ayt
d2ayta2	108	c.47.1.0	c.47.1	2ayt
d5abra_	104	c.47.1.0	c.47.1	5abr
d3erwa_	134	c.47.1.0	c.47.1	3erw
d3eura1	138	c.47.1.0	c.47.1	3eur
d3ewla1	129	c.47.1.0	c.47.1	3ewl
d3gkxa_	117	c.47.1.0	c.47.1	3gkx
d3fw2a1	146	c.47.1.0	c.47.1	3fw2
d4grfa1	138	c.47.1.0	c.47.1	4grf
d3ctga_	108	c.47.1.0	c.47.1	3ctg
d3cmia_	143	c.47.1.0	c.47.1	3cmi
d4f0ba1	96	c.47.1.0	c.47.1	4f0b
d2v1ma_	163	c.47.1.0	c.47.1	2v1m
d3hd5a1	176	c.47.1.0	c.47.1	3hd5
d3or5a_	145	c.47.1.0	c.47.1	3or5
d3gl3a1	135	c.47.1.0	c.47.1	3gl3
d3hcza1	144	c.47.1.0	c.47.1	3hcz
d3gnja1	104	c.47.1.0	c.47.1	3gnj
d3c7ma_	195	c.47.1.0	c.47.1	3c7m
d2wcia_	113	c.47.1.0	c.47.1	2wci
d2vima_	104	c.47.1.0	c.47.1	2vim
d3hdca1	145	c.47.1.0	c.47.1	3hdc
d6bkva1	105	c.47.1.0	c.47.1	6bkv
d3gixa_	141	c.47.1.0	c.47.1	3gix
d4ef0a1	114	c.47.1.0	c.47.1	4ef0
d3ph9a_	133	c.47.1.0	c.47.1	3ph9
d2c3na1	78	c.47.1.0	c.47.1	2c3n
d3h8qa1	106	c.47.1.0	c.47.1	3h8q
d2dj0a1	198	c.47.1.0	c.47.1	2dj0
d6dxna1	183	c.47.1.0	c.47.1	6dxn
d2cz2a1	82	c.47.1.0	c.47.1	2cz2
d2dc5a1	82	c.47.1.0	c.47.1	2dc5
d3apsa_	114	c.47.1.0	c.47.1	3aps
d5epfa1	153	c.47.1.0	c.47.1	5epf
d3dvwa_	191	c.47.1.0	c.47.1	3dvw
d5d9wa1	85	c.47.1.0	c.47.1	5d9w
d3cxga1	112	c.47.1.0	c.47.1	3cxg
d4evma_	138	c.47.1.0	c.47.1	4evm
d3fz9a_	106	c.47.1.0	c.47.1	3fz9
d2e7pd_	101	c.47.1.0	c.47.1	2e7p
d3d22a1	116	c.47.1.0	c.47.1	3d22
d3l9va_	182	c.47.1.0	c.47.1	3l9v
d3fz4a1	115	c.47.1.0	c.47.1	3fz4
d3tcoa_	106	c.47.1.0	c.47.1	3tco
d3drna_	152	c.47.1.0	c.47.1	3drn
d2e0qa_	104	c.47.1.0	c.47.1	2e0q
d4g2ea1	149	c.47.1.0	c.47.1	4g2e
d7bzkb_	102	c.47.1.0	c.47.1	7bzk
d6g62a1	112	c.47.1.0	c.47.1	6g62
d6f05a1	79	c.47.1.0	c.47.1	6f05
d3h79a_	115	c.47.1.0	c.47.1	3h79
d3feua1	174	c.47.1.0	c.47.1	3feu
d4gcia1	81	c.47.1.0	c.47.1	4gci
d1qmha1	95	c.47.2.1	c.47.2	1qmh
d2ieaa3	186	c.48.1.1	c.48.1	2iea
d1gpua3	146	c.48.1.1	c.48.1	1gpu
d2r8oa3	136	c.48.1.1	c.48.1	2r8o
d2bfdb2	138	c.48.1.2	c.48.1	2bfd
d2ozlb2	138	c.48.1.2	c.48.1	2ozl
d2c42a3	157	c.48.1.3	c.48.1	2c42
d4c7va3	136	c.48.1.0	c.48.1	4c7v
d1a3xa3	121	c.49.1.1	c.49.1	1a3x
d1a3wa3	134	c.49.1.1	c.49.1	1a3w
d1e0ta3	117	c.49.1.1	c.49.1	1e0t
d2g50a3	135	c.49.1.1	c.49.1	2g50
d1pkla3	134	c.49.1.1	c.49.1	1pkl
d2jdig_	184	c.49.2.1	c.49.2	2jdi
d1fs0g_	219	c.49.2.1	c.49.2	1fs0
d1lama2	159	c.50.1.1	c.50.1	1lam
d1gyta1	178	c.50.1.1	c.50.1	1gyt
d1yd9a1	188	c.50.1.2	c.50.1	1yd9
d1vhua_	192	c.50.1.2	c.50.1	1vhu
d1spva_	172	c.50.1.2	c.50.1	1spv
d1njra_	249	c.50.1.2	c.50.1	1njr
d2acfa1	168	c.50.1.2	c.50.1	2acf
d2fg1a2	150	c.50.1.2	c.50.1	2fg1
d3ewoa1	174	c.50.1.0	c.50.1	3ewo
d4d86a1	184	c.50.1.0	c.50.1	4d86
d3ewra_	167	c.50.1.0	c.50.1	3ewr
d2vria_	173	c.50.1.0	c.50.1	2vri
d2dx6a_	158	c.50.1.0	c.50.1	2dx6
d1atia1	111	c.51.1.1	c.51.1	1ati
d1kmma1	99	c.51.1.1	c.51.1	1kmm
d1qe0a1	95	c.51.1.1	c.51.1	1qe0
d1wu7a1	97	c.51.1.1	c.51.1	1wu7
d1h4vb1	96	c.51.1.1	c.51.1	1h4v
d1nj8a1	126	c.51.1.1	c.51.1	1nj8
d1hc7a1	127	c.51.1.1	c.51.1	1hc7
d1g5ia1	117	c.51.1.1	c.51.1	1g5i
d1g5ha1	127	c.51.1.1	c.51.1	1g5h
d1qf6a1	110	c.51.1.1	c.51.1	1qf6
d2cxha1	180	c.51.1.2	c.51.1	2cxh
d1w94a1	154	c.51.1.2	c.51.1	1w94
d2hqsa2	134	c.51.2.1	c.51.2	2hqs
d1eexb_	178	c.51.3.1	c.51.3	1eex
d2d0ob1	108	c.51.3.2	c.51.3	2d0o
d1nbwb_	113	c.51.3.2	c.51.3	1nbw
d2cara1	194	c.51.4.1	c.51.4	2car
d1vp2a_	189	c.51.4.1	c.51.4	1vp2
d1v7ra_	186	c.51.4.1	c.51.4	1v7r
d2amha1	195	c.51.4.2	c.51.4	2amh
d1ex2a_	185	c.51.4.2	c.51.4	1ex2
d2a9sa1	167	c.51.5.1	c.51.5	2a9s
d2i9ia1	221	c.51.6.1	c.51.6	2i9i
d2iqia1	173	c.51.6.2	c.51.6	2iqi
d1ckqa_	261	c.52.1.1	c.52.1	1ckq
d1sx5a_	244	c.52.1.2	c.52.1	1sx5
d1bama_	200	c.52.1.3	c.52.1	1bam
d1dmua_	299	c.52.1.4	c.52.1	1dmu
d1d2ia_	218	c.52.1.5	c.52.1	1d2i
d1dfma_	223	c.52.1.5	c.52.1	1dfm
d3pvia_	156	c.52.1.6	c.52.1	3pvi
d1knva_	290	c.52.1.7	c.52.1	1knv
d1cfra_	283	c.52.1.7	c.52.1	1cfr
d1d02a_	197	c.52.1.8	c.52.1	1d02
d1ev7a_	295	c.52.1.9	c.52.1	1ev7
d1fiua_	286	c.52.1.10	c.52.1	1fiu
d1dc1a_	310	c.52.1.11	c.52.1	1dc1
d2foka4	193	c.52.1.12	c.52.1	2fok
d1avqa_	228	c.52.1.13	c.52.1	1avq
d1azoa_	214	c.52.1.14	c.52.1	1azo
d1vsra_	134	c.52.1.15	c.52.1	1vsr
d1t0fa2	162	c.52.1.16	c.52.1	1t0f
d1m0da_	129	c.52.1.17	c.52.1	1m0d
d1gefa_	120	c.52.1.18	c.52.1	1gef
d1hh1a_	125	c.52.1.18	c.52.1	1hh1
d1ob8a_	119	c.52.1.18	c.52.1	1ob8
d3e40a_	247	c.52.1.19	c.52.1	3e40
d2giga_	249	c.52.1.19	c.52.1	2gig
d2a1ia1	129	c.52.1.20	c.52.1	2a1i
d1j24a_	133	c.52.1.20	c.52.1	1j24
d2bgwa2	133	c.52.1.20	c.52.1	2bgw
d1sdoa_	192	c.52.1.21	c.52.1	1sdo
d1na6a2	193	c.52.1.22	c.52.1	1na6
d1sa3a_	262	c.52.1.23	c.52.1	1sa3
d1w36b3	276	c.52.1.24	c.52.1	1w36
d1w36c3	304	c.52.1.25	c.52.1	1w36
d1wdja_	186	c.52.1.27	c.52.1	1wdj
d1y1oa_	168	c.52.1.28	c.52.1	1y1o
d2fcoa_	154	c.52.1.28	c.52.1	2fco
d1wtea_	272	c.52.1.29	c.52.1	1wte
d1y88a2	125	c.52.1.30	c.52.1	1y88
d1y0ka1	180	c.52.1.31	c.52.1	1y0k
d2okfa1	129	c.52.1.32	c.52.1	2okf
d2ot9a1	179	c.52.1.33	c.52.1	2ot9
d2g3wa1	179	c.52.1.33	c.52.1	2g3w
d5d9aa1	173	c.52.1.34	c.52.1	5d9a
d6fs8a1	174	c.52.1.34	c.52.1	6fs8
d3c0ua1	172	c.52.1.0	c.52.1	3c0u
d1r0va1	78	c.52.2.1	c.52.2	1r0v
d1r0va2	91	c.52.2.1	c.52.2	1r0v
d1a79a1	97	c.52.2.1	c.52.2	1a79
d2gw6a1	122	c.52.2.1	c.52.2	2gw6
d1dzfa1	139	c.52.3.1	c.52.3	1dzf
d2czra1	218	c.52.4.1	c.52.4	2czr
d2gm5a_	119	c.53.1.1	c.53.1	2gm5
d2rsla_	115	c.53.1.1	c.53.1	2rsl
d3bvpa1	133	c.53.1.0	c.53.1	3bvp
d3guva_	149	c.53.1.0	c.53.1	3guv
d1g5ca_	169	c.53.2.1	c.53.2	1g5c
d1ekja_	210	c.53.2.1	c.53.2	1ekj
d1ddza2	239	c.53.2.1	c.53.2	1ddz
d3qy1a_	215	c.53.2.1	c.53.2	3qy1
d3eyxa_	197	c.53.2.0	c.53.2	3eyx
d7coia_	209	c.53.2.0	c.53.2	7coi
d3lasa_	166	c.53.2.0	c.53.2	3las
d6gwua_	208	c.53.2.0	c.53.2	6gwu
d1pdoa_	129	c.54.1.1	c.54.1	1pdo
d3beda1	132	c.54.1.1	c.54.1	3bed
d3ct6a1	123	c.54.1.2	c.54.1	3ct6
d3b48a1	129	c.54.1.2	c.54.1	3b48
d3ipra_	137	c.54.1.0	c.54.1	3ipr
d6fmga_	140	c.54.1.0	c.54.1	6fmg
d3lfha_	129	c.54.1.0	c.54.1	3lfh
d2fxua1	133	c.55.1.1	c.55.1	2fxu
d2fxua2	225	c.55.1.1	c.55.1	2fxu
d1k8ka2	254	c.55.1.1	c.55.1	1k8k
d4a2ba1	193	c.55.1.1	c.55.1	4a2b
d4a2ba2	193	c.55.1.1	c.55.1	4a2b
d1e4ft1	193	c.55.1.1	c.55.1	1e4f
d1e4ft2	185	c.55.1.1	c.55.1	1e4f
d1bupa1	185	c.55.1.1	c.55.1	1bup
d1bupa2	193	c.55.1.1	c.55.1	1bup
d2zgya1	157	c.55.1.1	c.55.1	2zgy
d2zgya2	163	c.55.1.1	c.55.1	2zgy
d1jcfa1	140	c.55.1.1	c.55.1	1jcf
d1jcfa2	196	c.55.1.1	c.55.1	1jcf
d1g99a1	197	c.55.1.2	c.55.1	1g99
d1saza1	172	c.55.1.2	c.55.1	1saz
d1saza2	203	c.55.1.2	c.55.1	1saz
d2e1za1	189	c.55.1.2	c.55.1	2e1z
d2e1za2	205	c.55.1.2	c.55.1	2e1z
d1ig8a1	207	c.55.1.3	c.55.1	1ig8
d1ig8a2	262	c.55.1.3	c.55.1	1ig8
d1czan1	207	c.55.1.3	c.55.1	1cza
d1czan2	243	c.55.1.3	c.55.1	1cza
d3h3no2	248	c.55.1.4	c.55.1	3h3n
d3ezwa1	251	c.55.1.4	c.55.1	3ezw
d3ezwa2	247	c.55.1.4	c.55.1	3ezw
d1huxa_	259	c.55.1.5	c.55.1	1hux
d1zbsa1	176	c.55.1.5	c.55.1	1zbs
d1zbsa2	107	c.55.1.5	c.55.1	1zbs
d2ch5a1	224	c.55.1.5	c.55.1	2ch5
d2ch5a2	117	c.55.1.5	c.55.1	2ch5
d1zc6a2	171	c.55.1.5	c.55.1	1zc6
d1zc6a1	114	c.55.1.5	c.55.1	1zc6
d2d0oa2	241	c.55.1.6	c.55.1	2d0o
d2d0oa3	203	c.55.1.6	c.55.1	2d0o
d1t6ca1	126	c.55.1.8	c.55.1	1t6c
d1t6ca2	180	c.55.1.8	c.55.1	1t6c
d1u6za2	124	c.55.1.8	c.55.1	1u6z
d1u6za3	177	c.55.1.8	c.55.1	1u6z
d2a6aa1	103	c.55.1.9	c.55.1	2a6a
d2a6aa2	90	c.55.1.9	c.55.1	2a6a
d1okja1	106	c.55.1.9	c.55.1	1okj
d1okja2	110	c.55.1.9	c.55.1	1okj
d2gupa1	114	c.55.1.10	c.55.1	2gup
d2gupa2	175	c.55.1.10	c.55.1	2gup
d1woqa1	129	c.55.1.10	c.55.1	1woq
d1woqa2	124	c.55.1.10	c.55.1	1woq
d3bp8a2	129	c.55.1.10	c.55.1	3bp8
d1z6ra2	129	c.55.1.10	c.55.1	1z6r
d2hoea2	168	c.55.1.10	c.55.1	2hoe
d2hoea3	128	c.55.1.10	c.55.1	2hoe
d2aa4a1	119	c.55.1.10	c.55.1	2aa4
d2aa4a2	170	c.55.1.10	c.55.1	2aa4
d3epqa1	107	c.55.1.10	c.55.1	3epq
d3epqa2	167	c.55.1.10	c.55.1	3epq
d1xc3a1	118	c.55.1.10	c.55.1	1xc3
d1xc3a2	176	c.55.1.10	c.55.1	1xc3
d2ap1a1	186	c.55.1.10	c.55.1	2ap1
d2ap1a2	117	c.55.1.10	c.55.1	2ap1
d1z05a2	197	c.55.1.10	c.55.1	1z05
d1z05a3	128	c.55.1.10	c.55.1	1z05
d2bh1a2	144	c.55.1.11	c.55.1	2bh1
d2fsja1	161	c.55.1.12	c.55.1	2fsj
d2fsja2	157	c.55.1.12	c.55.1	2fsj
d2nrha1	75	c.55.1.13	c.55.1	2nrh
d2nrha2	117	c.55.1.13	c.55.1	2nrh
d2f9wa1	134	c.55.1.13	c.55.1	2f9w
d2f9wa2	114	c.55.1.13	c.55.1	2f9w
d3bexa1	118	c.55.1.13	c.55.1	3bex
d3bexa2	127	c.55.1.13	c.55.1	3bex
d2i7na2	212	c.55.1.14	c.55.1	2i7n
d2i7na1	113	c.55.1.14	c.55.1	2i7n
d2ewsa1	260	c.55.1.14	c.55.1	2ews
d3cj1a2	276	c.55.1.15	c.55.1	3cj1
d3cj1a1	143	c.55.1.15	c.55.1	3cj1
d2h3gx2	125	c.55.1.0	c.55.1	2h3g
d3cera1	128	c.55.1.0	c.55.1	3cer
d4czga1	141	c.55.1.0	c.55.1	4czg
d4czga2	181	c.55.1.0	c.55.1	4czg
d4gnia1	184	c.55.1.0	c.55.1	4gni
d4gnia2	201	c.55.1.0	c.55.1	4gni
d4h0pa1	205	c.55.1.0	c.55.1	4h0p
d4h0pa2	221	c.55.1.0	c.55.1	4h0p
d4h0oa1	179	c.55.1.0	c.55.1	4h0o
d4h0oa2	204	c.55.1.0	c.55.1	4h0o
d3f9ma1	203	c.55.1.0	c.55.1	3f9m
d3f9ma2	240	c.55.1.0	c.55.1	3f9m
d6gfaa1	189	c.55.1.0	c.55.1	6gfa
d6gfaa2	189	c.55.1.0	c.55.1	6gfa
d3djca1	121	c.55.1.0	c.55.1	3djc
d3djcc2	134	c.55.1.0	c.55.1	3djc
d7bvza1	138	c.55.1.0	c.55.1	7bvz
d7bvza2	191	c.55.1.0	c.55.1	7bvz
d2bh1a1	94	c.55.1.0	c.55.1	2bh1
d2v3za1	176	c.55.2.1	c.55.2	2v3z
d1pv9a1	116	c.55.2.1	c.55.2	1pv9
d1chma1	155	c.55.2.1	c.55.2	1chm
d1zbfa1	132	c.55.3.1	c.55.3	1zbf
d1i39a_	200	c.55.3.1	c.55.3	1i39
d1ekea_	222	c.55.3.1	c.55.3	1eke
d2etja1	211	c.55.3.1	c.55.3	2etj
d1jl1a_	152	c.55.3.1	c.55.3	1jl1
d1exqa_	147	c.55.3.2	c.55.3	1exq
d1cz9a_	139	c.55.3.2	c.55.3	1cz9
d1cxqa_	143	c.55.3.2	c.55.3	1cxq
d5cz1a1	159	c.55.3.2	c.55.3	5cz1
d1bcoa2	215	c.55.3.3	c.55.3	1bco
d1ih7a1	375	c.55.3.5	c.55.3	1ih7
d1q8ia1	376	c.55.3.5	c.55.3	1q8i
d1s5ja1	408	c.55.3.5	c.55.3	1s5j
d1tgoa1	347	c.55.3.5	c.55.3	1tgo
d2py5a1	183	c.55.3.5	c.55.3	2py5
d2hhva1	171	c.55.3.5	c.55.3	2hhv
d1kfsa1	195	c.55.3.5	c.55.3	1kfs
d1qtma1	130	c.55.3.5	c.55.3	1qtm
d1x9ma1	204	c.55.3.5	c.55.3	1x9m
d1w0ha_	200	c.55.3.5	c.55.3	1w0h
d3hl8a_	456	c.55.3.5	c.55.3	3hl8
d2hbja2	292	c.55.3.5	c.55.3	2hbj
d1wlja_	168	c.55.3.5	c.55.3	1wlj
d2igia_	180	c.55.3.5	c.55.3	2igi
d1yt3a3	193	c.55.3.5	c.55.3	1yt3
d2f96a1	202	c.55.3.5	c.55.3	2f96
d3mxma_	226	c.55.3.5	c.55.3	3mxm
d2guia_	176	c.55.3.5	c.55.3	2gui
d1hjra_	158	c.55.3.6	c.55.3	1hjr
d4ep4a_	166	c.55.3.6	c.55.3	4ep4
d1kcfa2	204	c.55.3.7	c.55.3	1kcf
d1nu0a_	131	c.55.3.8	c.55.3	1nu0
d1iv0a_	98	c.55.3.8	c.55.3	1iv0
d2d5ra1	252	c.55.3.9	c.55.3	2d5r
d1uoca_	263	c.55.3.9	c.55.3	1uoc
d1zupa1	291	c.55.3.11	c.55.3	1zup
d2bw3a2	431	c.55.3.12	c.55.3	2bw3
d3bzka5	149	c.55.3.13	c.55.3	3bzk
d3bzca5	149	c.55.3.13	c.55.3	3bzc
d2bgga3	235	c.55.3.15	c.55.3	2bgg
d5axwa1	236	c.55.3.16	c.55.3	5axw
d4dqqa1	172	c.55.3.0	c.55.3	4dqq
d4ahca1	347	c.55.3.0	c.55.3	4ahc
d2ehga_	149	c.55.3.0	c.55.3	2ehg
d1vq8n1	186	c.55.4.1	c.55.4	1vq8
d2j01s1	86	c.55.4.1	c.55.4	2j01
d1fjgk_	119	c.55.4.1	c.55.4	1fjg
d2uubk1	119	c.55.4.1	c.55.4	2uub
d2qi2a2	113	c.55.4.2	c.55.4	2qi2
d2vgna2	133	c.55.4.2	c.55.4	2vgn
d1dt9a1	134	c.55.4.2	c.55.4	1dt9
d4af1a2	133	c.55.4.0	c.55.4	4af1
d1rdua_	116	c.55.5.1	c.55.5	1rdu
d1o13a_	107	c.55.5.1	c.55.5	1o13
d1p90a_	123	c.55.5.2	c.55.5	1p90
d2yx6a_	110	c.55.5.0	c.55.5	2yx6
d1wb9a3	153	c.55.6.1	c.55.6	1wb9
d1ewqa3	146	c.55.6.1	c.55.6	1ewq
d1sfea2	81	c.55.7.1	c.55.7	1sfe
d1qnta2	81	c.55.7.1	c.55.7	1qnt
d1mgta2	88	c.55.7.1	c.55.7	1mgt
d1cfza_	162	c.56.1.1	c.56.1	1cfz
d1c8ba_	320	c.56.1.2	c.56.1	1c8b
d1je0a_	226	c.56.2.1	c.56.2	1je0
d1ybfa_	240	c.56.2.1	c.56.2	1ybf
d1t8sa_	443	c.56.2.1	c.56.2	1t8s
d3fuca_	274	c.56.2.1	c.56.2	3fuc
d1g2oa_	262	c.56.2.1	c.56.2	1g2o
d1odka_	228	c.56.2.1	c.56.2	1odk
d1vhwa_	237	c.56.2.1	c.56.2	1vhw
d3ddoa_	240	c.56.2.1	c.56.2	3ddo
d2b94a1	234	c.56.2.1	c.56.2	2b94
d4f1wa_	231	c.56.2.1	c.56.2	4f1w
d2a8ya_	263	c.56.2.1	c.56.2	2a8y
d5b7ga_	249	c.56.2.0	c.56.2	5b7g
d5cyfa_	290	c.56.2.0	c.56.2	5cyf
d3nm6b_	229	c.56.2.0	c.56.2	3nm6
d3eufa_	293	c.56.2.0	c.56.2	3euf
d3mmsa_	225	c.56.2.0	c.56.2	3mms
d2h8ga_	246	c.56.2.0	c.56.2	2h8g
d1ryba_	186	c.56.3.1	c.56.3	1ryb
d2ptha_	193	c.56.3.1	c.56.3	2pth
d7csna1	193	c.56.3.0	c.56.3	7csn
d1iu8a_	206	c.56.4.1	c.56.4	1iu8
d3giua_	212	c.56.4.0	c.56.4	3giu
d2ebja_	192	c.56.4.0	c.56.4	2ebj
d1jqga1	304	c.56.5.1	c.56.5	1jqg
d1m4la_	307	c.56.5.1	c.56.5	1m4l
d1h8la2	301	c.56.5.1	c.56.5	1h8l
d4gm5a_	323	c.56.5.2	c.56.5	4gm5
d3prta_	323	c.56.5.2	c.56.5	3prt
d1lama1	325	c.56.5.3	c.56.5	1lam
d1z2la1	293	c.56.5.4	c.56.5	1z2l
d1q7l.1	192	c.56.5.4	c.56.5	1q7l
d1rtqa_	291	c.56.5.4	c.56.5	1rtq
d1lfwa1	272	c.56.5.4	c.56.5	1lfw
d1yloa2	264	c.56.5.4	c.56.5	1ylo
d1cg2a1	276	c.56.5.4	c.56.5	1cg2
d2grea2	219	c.56.5.4	c.56.5	2gre
d2fvga2	237	c.56.5.4	c.56.5	2fvg
d1y0ya3	255	c.56.5.4	c.56.5	1y0y
d1vhea2	275	c.56.5.4	c.56.5	1vhe
d2q43a1	273	c.56.5.4	c.56.5	2q43
d1fnoa4	295	c.56.5.4	c.56.5	1fno
d1r3na1	322	c.56.5.4	c.56.5	1r3n
d1y7ea2	291	c.56.5.4	c.56.5	1y7e
d1ysja1	261	c.56.5.4	c.56.5	1ysj
d1vhoa2	244	c.56.5.4	c.56.5	1vho
d1vgya1	262	c.56.5.4	c.56.5	1vgy
d1tkja_	277	c.56.5.4	c.56.5	1tkj
d3bi1a3	304	c.56.5.5	c.56.5	3bi1
d1de4c3	294	c.56.5.5	c.56.5	1de4
d1xova2	180	c.56.5.6	c.56.5	1xov
d1jwqa_	179	c.56.5.6	c.56.5	1jwq
d2gu2a1	307	c.56.5.7	c.56.5	2gu2
d1yw4a1	319	c.56.5.7	c.56.5	1yw4
d1yw6a1	313	c.56.5.7	c.56.5	1yw6
